topic_id,query,facet_id,facet_desc,question,question2_case,answer,history,distractor
94,Give me information about Titan.,F1051,"Find information about Saturn's moon, Titan.",are you referring to the titans from titanfall,similar_yes_no,"No, I mean Titan the moon of saturn","[{'question': 'are you referring to titan the moon of saturn', 'answer': 'yes find information about it please'}]",yes but i also need more general onformation about solar panels too
30,Find me information about diabetes education,F0769,Take me to the NIH National Diabetes Education Program homepage.,are you wanting to join a diabetes education gtoup,similar_no_no,No find me diabetes education information on the NIH national diabetes education program homepage,"[{'question': 'are you searching for prevention tools', 'answer': 'no i want to go to the homepage for the nih diabetes education program'}]",yeah the breeders cup
30,Find me information about diabetes education,F0772,How can I become a diabetes educator?,are you looking for a specific web site,similar_yes_no,"No, I just want to find out how to be a diabetes educator.","[{'question': 'are you wanting to find a class on the education of the disease of diabetes', 'answer': 'yes that is helpful'}]",i want to know about issues that tend to affect ford edge vehicles
155,Find me information about the Last Supper painting.,F0219,"Are tickets available online to view da Vinci's Last Supper in Milan, Italy?",do you want to know who painted the last supper painting,similar_no_no,"I already know who painted it, I just want to buy tickets to the exhibit.","[{'question': 'do you need directions to see the last supper painting', 'answer': 'no i want to buy tickets'}]",no i want to know about injuries and diseases
137,tell me about rock and gem shows,F0150,rock and gem shows that offer lapidary classes,would you like directions to local rock and gem shows,similar_no_no,"Yes, if they offer lapidary classes.","[{'question': 'would you like to know about rock and gem shows in washington', 'answer': 'no just show me all rock and gem shows that offer lapidary classes'}]",no
78,I'm looking for information on dieting,F0978,Find herbal diet supplements and appetite suppressants.,are you interested in reading more about the health benefits of dieting,similar_yes_no,"Not necessarily, I just want to know about available herbal diet pills.","[{'question': 'are you searching for dieting pills', 'answer': 'yes specifically herbal ones'}]",i am looking for online promotional coupons for brooks brothers
172,I'm looking for information on becoming a paralegal,F0301,What training is required to become a paralegal?,do you want a paralegal internship,similar_no_no,First I want information on the necessary training,"[{'question': 'would you like to know more about the duties of a paralegal', 'answer': 'no i want to know about the training a paralegal has'}]",no i want to know who said it
21,Tell me information about Volvo.,F0458,Where can I find Volvo semi trucks for sale (new or used)?,are you interested in who is the ceo,similar_yes_no,"No, I want to find a vehicle for sale.","[{'question': 'do you need information about a volvo dealership', 'answer': 'yes this will help'}]",no im asking about the different brands of pressure washers
62,Tell me about texas border patrol.,F0912,How do I get a job with the U.S. Border Patrol in Texas?,would you like to know how many there are,similar_no_no,"No, I would like to see if they are hiring.","[{'question': 'are you looking for a specific web page', 'answer': 'no but i want to find one with job information'}]",no i just want their current home page
68,Find me information about PVC,F0934,Find information about PVC pipes and fittings.,are you looking to buy pvc pipe,similar_yes_no,"No, first I need info about PVC pipes and their fittings.","[{'question': 'are you looking for methods on how to repair leaks in pvc pipe', 'answer': 'yes'}]",yes and i need information also about cervical caner and hpv
141,How to register dmv in va?,F0169,home page of the Virginia Department of Motor Vehicles,do you want a list of departments within the va dmv registration,similar_no_no,"No, I just want the website for the VA DMV.","[{'question': 'are you interested in organ donation information', 'answer': 'no i need to go to the virginia dmv homepage'}]",no i am interested in the tv series
88,Where can I find information about forearm pain?,F1020,Find information about supports and braces for the forearm to prevent injury or lessen pain.,are you worried your forearm pain means you have a broken bone,similar_yes_no,Find information about support to prevent forearm or prevent injury or less pain.,"[{'question': 'are you having forearm pain', 'answer': 'yes what forearm supports and braces can ease the pain'}]",im just looking for a list of pressure washer brands
183,Tell me about kansas city mo,F0351,"Find information on the Hallmark Visitors Center in Kansas City, MO.",would you like to know about things to see and do in kansas city mo,similar_no_no,"Yes, but I'd also like information on the Hallmark Visitors Center.","[{'question': 'are you looking for casinos in kansas city missouri', 'answer': 'no i want to know about the hallmark visitors center'}]",no i want to know historical facts about cass county missouri not information about schools
